timestamp,open,high,low,close,volume
2016-10-03 08:00:00,104.6925,104.6925,104.6925,104.6925,121
2016-10-03 09:00:00,104.4618,104.4618,104.0927,104.0927,836
2016-10-03 09:30:00,104.1718,104.3761,103.7368,104.1191,227419
2016-10-03 10:00:00,104.1454,104.3432,103.8489,103.8752,129964
2016-10-03 10:30:00,103.862,104.1487,103.862,103.9411,124503
2016-10-03 11:00:00,103.9741,104.152,103.8423,104.1136,106239
2016-10-03 11:30:00,104.1059,104.1257,103.7236,103.8225,105257
2016-10-03 12:00:00,103.8093,103.895,103.6248,103.6775,80969
2016-10-03 12:30:00,103.6775,103.717,103.5391,103.6116,99842
2016-10-03 13:00:00,103.6182,103.6775,103.4864,103.6445,97484
2016-10-03 13:30:00,103.638,103.8014,103.6116,103.7764,79921
2016-10-03 14:00:00,103.7829,103.9279,103.7236,103.7764,100259
2016-10-03 14:30:00,103.7764,103.895,103.7302,103.895,87637
2016-10-03 15:00:00,103.8818,103.9477,103.7961,103.8752,119602
2016-10-03 15:30:00,103.8785,104.0598,103.8423,103.8752,359966
2016-10-03 16:00:00,103.8752,104.0268,103.8289,103.8752,221643
2016-10-04 09:30:00,103.9148,104.4816,103.6511,104.4519,168408
2016-10-04 10:00:00,104.4519,104.475,103.6511,103.7764,150348
2016-10-04 10:30:00,103.7895,104.3366,103.7368,104.0017,111175
2016-10-04 11:00:00,104.0136,104.0268,103.2359,103.493,247780
2016-10-04 11:30:00,103.5061,103.862,103.3546,103.4139,167551
2016-10-04 12:00:00,103.4007,103.5457,103.3217,103.46,83805
2016-10-04 12:30:00,103.4666,103.6055,103.296,103.2967,83328
2016-10-04 13:00:00,103.2952,103.348,102.7812,102.9196,140231
2016-10-04 13:30:00,102.9328,102.9459,102.6955,102.8998,182177
2016-10-04 14:00:00,102.8866,103.1371,102.88,103.025,187905
2016-10-04 14:30:00,103.0184,103.1305,102.8207,102.8471,150887
2016-10-04 15:00:00,102.8405,103.0909,102.8405,103.0448,207199
2016-10-04 15:30:00,103.0481,103.2821,103.0184,103.1173,461591
2016-10-04 16:00:00,103.1173,103.3909,103.0909,103.3909,255233
2016-10-04 16:30:00,102.8141,103.1239,102.7548,103.1239,17211
2016-10-04 17:00:00,102.8339,102.8339,102.8339,102.8339,209
2016-10-05 09:30:00,103.5193,104.0202,103.3084,103.3809,169566
2016-10-05 10:00:00,103.4007,103.717,103.2886,103.6709,159933
2016-10-05 10:30:00,103.6709,103.8225,103.4007,103.6709,109549
